sentence1,sentence2,gold_label_log,gold_label_prag,spec_relation,item_type,trigger,lexemes,Reasoning_gold_label_Prag
Ten people murmured.,One hundred people murmured.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a different quantity of people murmuring, which directly conflicts with the assertion that only ten people were involved."
One hundred people murmured.,Ten people murmured.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it specifies a smaller number of people murmuring, which directly opposes the claim of one hundred people doing so."
One hundred people murmured.,Ten people didn't murmur.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if one hundred people murmured, it implies that at least some people were murmuring, making it impossible for ten people to not murmur without affecting the total count."
Ten people didn't murmur.,One hundred people murmured.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if ten people did not murmur, it is impossible for one hundred people to have murmured simultaneously, as it implies a larger group was engaged in the opposite action."
Ten people murmured.,Ten people didn't murmur.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that the same ten people did not engage in murmuring, which contradicts the claim that they did."
Ten people didn't murmur.,Ten people murmured.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 because it asserts that ten people engaged in murmuring, while Sentence 1 states that the same group did not murmur at all."
One hundred people murmured.,One hundred people didn't murmur.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that the same group of people did not engage in murmuring, which contradicts the claim that they did."
One hundred people didn't murmur.,One hundred people murmured.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 because it asserts that the same group of one hundred people engaged in murmuring, which is the opposite of not murmuring."
This senator had sold ten birds.,This senator hadn't sold one hundred birds.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If the senator sold ten birds, it logically follows that he did not sell one hundred birds, making sentence 2 an entailment of sentence 1."
This senator had sold ten birds.,This senator had sold one hundred birds.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because selling one hundred birds directly opposes the claim of selling only ten birds, indicating a discrepancy in the quantity sold."
This senator had sold one hundred birds.,This senator had sold ten birds.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because selling ten birds cannot be true if it is stated that the senator sold one hundred birds, as the two quantities are mutually exclusive."
This senator had sold one hundred birds.,This senator hadn't sold ten birds.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the senator sold one hundred birds, it is impossible for him to have not sold ten birds, as selling one hundred inherently includes selling ten."
This senator hadn't sold ten birds.,This senator had sold one hundred birds.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 because if the senator hadn't sold ten birds, it is impossible for them to have sold one hundred birds."
This senator had sold ten birds.,This senator hadn't sold ten birds.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the senator did not sell ten birds, which contradicts the claim that he did."
This senator hadn't sold ten birds.,This senator had sold ten birds.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the senator had sold ten birds, which is explicitly denied in Sentence 1."
This senator had sold one hundred birds.,This senator hadn't sold one hundred birds.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the senator did not sell one hundred birds, which contradicts the claim that he did."
This senator hadn't sold one hundred birds.,This senator had sold one hundred birds.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the senator had sold one hundred birds, which is the opposite of the claim that he hadn't sold that many."
Museums had appreciated ten students.,Museums hadn't appreciated one hundred students.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If museums appreciated ten students, it logically follows that they did not appreciate one hundred students, as the two quantities cannot coexist."
Museums had appreciated ten students.,Museums had appreciated one hundred students.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a different quantity of students appreciated by museums, which directly conflicts with the specific number mentioned in Sentence 1."
Museums had appreciated one hundred students.,Museums had appreciated ten students.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a lower number of students appreciated by museums, which directly opposes the claim of one hundred students in Sentence 1."
Museums had appreciated one hundred students.,Museums hadn't appreciated ten students.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if museums appreciated one hundred students, it logically follows that they could not have failed to appreciate at least ten students."
Museums hadn't appreciated ten students.,Museums had appreciated one hundred students.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts that museums appreciated a significantly larger number of students, directly opposing the claim that they hadn't appreciated any students at all."
Museums had appreciated ten students.,Museums hadn't appreciated ten students.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that museums did not appreciate the ten students, which contradicts the claim that they did."
Museums hadn't appreciated ten students.,Museums had appreciated ten students.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that museums did appreciate ten students, which is the opposite of the claim made in Sentence 1 that they had not."
Museums had appreciated one hundred students.,Museums hadn't appreciated one hundred students.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that museums did not appreciate one hundred students, thereby contradicting the claim that they did."
Museums hadn't appreciated one hundred students.,Museums had appreciated one hundred students.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that museums did appreciate one hundred students, which is the opposite of the claim made in Sentence 1."
Stacey has argued about ten essays.,Stacey hasn't argued about one hundred essays.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If Stacey has argued about ten essays, it logically follows that she has not argued about one hundred essays, making sentence 2 an entailment of sentence 1."
Stacey has argued about ten essays.,Stacey has argued about one hundred essays.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a quantity of essays (one hundred) that is significantly greater than the quantity stated in Sentence 1 (ten), making it impossible for both statements to be true simultaneously."
Stacey has argued about one hundred essays.,Stacey has argued about ten essays.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it presents a quantity (ten essays) that is significantly less than the quantity stated in Sentence 1 (one hundred essays), thus negating the claim made in Sentence 1."
Stacey has argued about one hundred essays.,Stacey hasn't argued about ten essays.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"If Stacey has argued about one hundred essays, it logically contradicts the claim that she hasn't argued about ten essays, as ten is less than one hundred."
Stacey hasn't argued about ten essays.,Stacey has argued about one hundred essays.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts that Stacey has engaged in arguing about a significantly larger number of essays, directly opposing the claim that she hasn't argued about any essays."
Stacey has argued about ten essays.,Stacey hasn't argued about ten essays.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Stacey has not engaged in arguing about ten essays, which contradicts the claim that she has."
Stacey hasn't argued about ten essays.,Stacey has argued about ten essays.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that Stacey has engaged in arguments about ten essays, while Sentence 1 states that she has not."
Stacey has argued about one hundred essays.,Stacey hasn't argued about one hundred essays.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Stacey has not engaged in arguing about one hundred essays, which contradicts the claim that she has."
Stacey hasn't argued about one hundred essays.,Stacey has argued about one hundred essays.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that Stacey has engaged in arguing about one hundred essays, while Sentence 1 states that she has not."
Those cashiers discover ten glaciers.,Those cashiers don't discover one hundred glaciers.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If those cashiers discover ten glaciers, it logically follows that they cannot discover one hundred glaciers, making sentence 2 an entailment of sentence 1."
Those cashiers discover ten glaciers.,Those cashiers discover one hundred glaciers.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it asserts a quantity of glaciers that is inconsistent with the specific quantity stated in Sentence 1.
Those cashiers discover one hundred glaciers.,Those cashiers discover ten glaciers.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it asserts a smaller quantity of glaciers discovered (ten) than what is stated in Sentence 1 (one hundred).
Those cashiers discover one hundred glaciers.,Those cashiers don't discover ten glaciers.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the cashiers discover one hundred glaciers, it is impossible for them not to discover at least ten glaciers."
Those cashiers don't discover ten glaciers.,Those cashiers discover one hundred glaciers.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts that the cashiers discover a significant number of glaciers, directly opposing the claim that they do not discover any glaciers at all."
Those cashiers discover ten glaciers.,Those cashiers don't discover ten glaciers.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action stated in Sentence 1, asserting that the cashiers do not engage in the discovery of ten glaciers, which contradicts the claim made in Sentence 1."
Those cashiers don't discover ten glaciers.,Those cashiers discover ten glaciers.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the cashiers do discover ten glaciers, which opposes the claim that they do not."
Those cashiers discover one hundred glaciers.,Those cashiers don't discover one hundred glaciers.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the cashiers do not discover the glaciers, thereby contradicting the original claim."
Those cashiers don't discover one hundred glaciers.,Those cashiers discover one hundred glaciers.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 because it asserts that the cashiers do discover one hundred glaciers, which is the opposite of the claim that they do not."
Alicia is appreciating ten newspaper articles.,Alicia isn't appreciating one hundred newspaper articles.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If Alicia is appreciating ten newspaper articles, it logically follows that she cannot be appreciating one hundred newspaper articles, thus making sentence 2 an entailment of sentence 1."
Alicia is appreciating ten newspaper articles.,Alicia is appreciating one hundred newspaper articles.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it asserts a quantity of newspaper articles (one hundred) that is incompatible with the quantity stated in Sentence 1 (ten).
Alicia is appreciating one hundred newspaper articles.,Alicia is appreciating ten newspaper articles.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a lower quantity of newspaper articles being appreciated, which directly opposes the higher quantity mentioned in Sentence 1."
Alicia is appreciating one hundred newspaper articles.,Alicia isn't appreciating ten newspaper articles.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if Alicia is appreciating one hundred newspaper articles, it logically follows that she must also be appreciating at least ten of them."
Alicia isn't appreciating ten newspaper articles.,Alicia is appreciating one hundred newspaper articles.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if Alicia is not appreciating ten newspaper articles, it is logically inconsistent for her to be appreciating one hundred newspaper articles."
Alicia is appreciating ten newspaper articles.,Alicia isn't appreciating ten newspaper articles.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action expressed in Sentence 1, asserting that Alicia is not engaging in the appreciation of the same ten newspaper articles, thereby creating a clear contradiction."
Alicia isn't appreciating ten newspaper articles.,Alicia is appreciating ten newspaper articles.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action regarding Alicia's appreciation of the same ten newspaper articles.
Alicia is appreciating one hundred newspaper articles.,Alicia isn't appreciating one hundred newspaper articles.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action expressed in Sentence 1, asserting that Alicia is not engaging in the appreciation of the same quantity of newspaper articles, thereby creating a contradiction."
Alicia isn't appreciating one hundred newspaper articles.,Alicia is appreciating one hundred newspaper articles.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 by asserting the opposite action regarding Alicia's appreciation of the same quantity of newspaper articles.
Rose has questioned ten actresses.,Rose hasn't questioned one hundred actresses.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If Rose has questioned ten actresses, it logically follows that she has not questioned one hundred actresses, making sentence 2 an entailment of sentence 1."
Rose has questioned ten actresses.,Rose has questioned one hundred actresses.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts a quantity (one hundred) that is significantly greater than the quantity stated in Sentence 1 (ten), making it impossible for both statements to be true simultaneously."
Rose has questioned one hundred actresses.,Rose has questioned ten actresses.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a lower quantity of actresses questioned, which directly opposes the claim of having questioned one hundred actresses."
Rose has questioned one hundred actresses.,Rose hasn't questioned ten actresses.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if Rose has questioned one hundred actresses, it logically follows that she has questioned more than ten actresses."
Rose hasn't questioned ten actresses.,Rose has questioned one hundred actresses.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts that Rose has questioned a greater number of actresses (one hundred) than stated in Sentence 1 (ten), which is logically impossible."
Rose has questioned ten actresses.,Rose hasn't questioned ten actresses.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Rose has not questioned ten actresses, which contradicts the claim that she has."
Rose hasn't questioned ten actresses.,Rose has questioned ten actresses.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action regarding Rose's engagement with ten actresses.
Rose has questioned one hundred actresses.,Rose hasn't questioned one hundred actresses.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Rose has not questioned the same number of actresses, thereby contradicting the claim of Sentence 1."
Rose hasn't questioned one hundred actresses.,Rose has questioned one hundred actresses.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that Rose has questioned one hundred actresses, which negates the claim that she has not done so."
These women should disgust ten children.,These women shouldn't disgust one hundred children.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If these women should disgust ten children, it logically follows that they cannot simultaneously avoid disgusting one hundred children, making sentence 2 an entailment of sentence 1."
These women should disgust ten children.,These women should disgust one hundred children.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts a greater number of children who should be disgusted by the women, which conflicts with the specific quantity stated in Sentence 1."
These women should disgust one hundred children.,These women should disgust ten children.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the women should disgust one hundred children, it is logically inconsistent for them to only disgust ten children, as the latter implies a lesser impact."
These women should disgust one hundred children.,These women shouldn't disgust ten children.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if these women should disgust one hundred children, it logically follows that they cannot simultaneously not disgust ten children."
These women shouldn't disgust ten children.,These women should disgust one hundred children.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts that the women should evoke disgust in a significantly larger number of children, directly opposing the claim that they shouldn't disgust any children at all."
These women should disgust ten children.,These women shouldn't disgust ten children.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly opposes the assertion in Sentence 1 by stating that the women should not evoke disgust, thereby creating a contradiction in their intended emotional impact on the children."
These women shouldn't disgust ten children.,These women should disgust ten children.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly opposes the intent of Sentence 1 by asserting that the women should indeed cause disgust, which contradicts the claim that they should not."
These women should disgust one hundred children.,These women shouldn't disgust one hundred children.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly opposes the assertion in Sentence 1 by stating that the women should not evoke disgust, thereby creating a contradiction in their expected impact on the children."
These women shouldn't disgust one hundred children.,These women should disgust one hundred children.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly opposes the sentiment expressed in Sentence 1 by asserting that the women should indeed cause disgust, which contradicts the claim that they should not."
The dancers watch ten actors.,The dancers don't watch one hundred actors.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If the dancers watch ten actors, it logically follows that they cannot be watching one hundred actors, thus supporting the entailment."
The dancers watch ten actors.,The dancers watch one hundred actors.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states that the dancers watch a different and larger number of actors, which directly opposes the specific quantity mentioned in Sentence 1."
The dancers watch one hundred actors.,The dancers watch ten actors.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it presents a different quantity of actors being watched, which directly conflicts with the assertion that the dancers watch one hundred actors."
The dancers watch one hundred actors.,The dancers don't watch ten actors.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the dancers watch one hundred actors, they cannot simultaneously not watch ten actors, as that implies they are watching fewer than the total number of actors mentioned."
The dancers don't watch ten actors.,The dancers watch one hundred actors.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the dancers do not watch ten actors, they cannot simultaneously watch one hundred actors, as this would imply they are watching more than the stated number."
The dancers watch ten actors.,The dancers don't watch ten actors.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that the dancers do not engage in the act of watching the ten actors, which contradicts the original statement."
The dancers don't watch ten actors.,The dancers watch ten actors.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the dancers do watch ten actors, which opposes the claim that they do not."
The dancers watch one hundred actors.,The dancers don't watch one hundred actors.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that the dancers do not engage in the act of watching one hundred actors, which contradicts the claim made in Sentence 1."
The dancers don't watch one hundred actors.,The dancers watch one hundred actors.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly opposes the assertion in Sentence 1 by stating that the dancers do watch one hundred actors, which contradicts the claim that they do not."
Margaret was noticing ten mountains.,Margaret wasn't noticing one hundred mountains.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If Margaret was noticing ten mountains, it logically follows that she was not noticing one hundred mountains, as that would exceed the number she was aware of."
Margaret was noticing ten mountains.,Margaret was noticing one hundred mountains.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it asserts a quantity of mountains (one hundred) that directly conflicts with the smaller quantity stated in Sentence 1 (ten).
Margaret was noticing one hundred mountains.,Margaret was noticing ten mountains.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it presents a different quantity of mountains, asserting that Margaret noticed ten instead of one hundred."
Margaret was noticing one hundred mountains.,Margaret wasn't noticing ten mountains.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if Margaret was noticing one hundred mountains, it logically follows that she was also noticing at least ten mountains."
Margaret wasn't noticing ten mountains.,Margaret was noticing one hundred mountains.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if Margaret wasn't noticing ten mountains, it is logically inconsistent for her to be noticing one hundred mountains simultaneously."
Margaret was noticing ten mountains.,Margaret wasn't noticing ten mountains.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that Margaret did not engage in the act of noticing ten mountains, which contradicts the claim that she was."
Margaret wasn't noticing ten mountains.,Margaret was noticing ten mountains.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action regarding Margaret's awareness of the ten mountains.
Margaret was noticing one hundred mountains.,Margaret wasn't noticing one hundred mountains.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that Margaret did not engage in the act of noticing one hundred mountains, which contradicts the claim that she did."
Margaret wasn't noticing one hundred mountains.,Margaret was noticing one hundred mountains.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 because it asserts that Margaret was aware of the mountains, while Sentence 1 states that she was not."
Ten libraries criticized Jennifer.,One hundred libraries didn't criticize Jennifer.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"The claim in sentence2 contradicts the assertion in sentence1, as it states that a larger number of libraries did not criticize Jennifer, which cannot logically follow from the fact that ten libraries did criticize her."
Ten libraries criticized Jennifer.,One hundred libraries criticized Jennifer.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it presents a quantity (one hundred) that is inconsistent with the smaller quantity (ten) stated in Sentence 1, implying a different scale of criticism."
One hundred libraries criticized Jennifer.,Ten libraries criticized Jennifer.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it presents a lower quantity of libraries criticizing Jennifer, directly opposing the claim of ""one hundred"" in Sentence 1."
One hundred libraries criticized Jennifer.,Ten libraries didn't criticize Jennifer.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"The assertion that ""One hundred libraries criticized Jennifer"" implies that all libraries involved were critical, making it contradictory to claim that ""Ten libraries didn't criticize Jennifer."""
Ten libraries didn't criticize Jennifer.,One hundred libraries criticized Jennifer.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts that a greater number of libraries (one hundred) criticized Jennifer, directly opposing the claim that ten libraries did not criticize her."
Ten libraries criticized Jennifer.,Ten libraries didn't criticize Jennifer.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that the libraries did not criticize Jennifer, which contradicts the claim that they did."
Ten libraries didn't criticize Jennifer.,Ten libraries criticized Jennifer.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 because it asserts that the same ten libraries that did not criticize Jennifer actually did criticize her, creating an inherent logical inconsistency."
One hundred libraries criticized Jennifer.,One hundred libraries didn't criticize Jennifer.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the same number of libraries did not engage in the act of criticizing Jennifer, thereby contradicting the original claim."
One hundred libraries didn't criticize Jennifer.,One hundred libraries criticized Jennifer.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 because it asserts that the same number of libraries that did not criticize Jennifer actually did criticize her, creating an inherent logical inconsistency."
That teenager visited ten cafes.,That teenager didn't visit one hundred cafes.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If the teenager visited ten cafes, it logically follows that they did not visit one hundred cafes."
That teenager visited ten cafes.,That teenager visited one hundred cafes.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it asserts a quantity (one hundred) that is incompatible with the quantity stated in Sentence 1 (ten).
That teenager visited one hundred cafes.,That teenager visited ten cafes.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because visiting ten cafes cannot be true if the teenager visited one hundred cafes, as ten is less than one hundred."
That teenager visited one hundred cafes.,That teenager didn't visit ten cafes.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the teenager visited one hundred cafes, it is impossible for them not to have visited at least ten cafes."
That teenager didn't visit ten cafes.,That teenager visited one hundred cafes.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the teenager visited a significantly larger number of cafes, which is incompatible with the claim of not visiting any cafes."
That teenager visited ten cafes.,That teenager didn't visit ten cafes.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the teenager did not visit the same number of cafes, thereby contradicting the claim of visiting ten cafes."
That teenager didn't visit ten cafes.,That teenager visited ten cafes.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action regarding the teenager's visit to the cafes.
That teenager visited one hundred cafes.,That teenager didn't visit one hundred cafes.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the teenager did not visit the specified number of cafes, thereby contradicting the claim of having visited one hundred cafes."
That teenager didn't visit one hundred cafes.,That teenager visited one hundred cafes.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action regarding the teenager's cafe visits.
Those organizations upset ten patients.,Those organizations don't upset one hundred patients.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If those organizations upset ten patients, it logically follows that they cannot upset one hundred patients, thus supporting the entailment."
